chr	start	end	enhancer	ATAC_ESC	ATAC_EpiLC	ATAC_EpiSC	H3K4me1_ESC	H3K4me1_EpiLC	H3K4me1_EpiSC	H3K4me2_ESC	H3K4me2_EpiLC	H3K4me2_EpiSC	H3K4me3_ESC	H3K4me3_EpiLC	H3K4me3_EpiSC	H3K9me2_ESC	H3K9me2_EpiLC	H3K9me2_EpiSC	H3K9me3_ESC	H3K9me3_EpiLC	H3K9me3_EpiSC	H3K27me2_ESC	H3K27me2_EpiLC	H3K27me2_EpiSC	H3K27me3_ESC	H3K27me3_EpiLC	H3K27me3_EpiSC	mCpG_ESC	mCpG_EpiLC	mCpG_EpiSC	H3K27ac_ESC	H3K27ac_EpiLC	H3K27ac_EpiSC
chr7	82222795	82225169	EpiSC_enhancer	13.9295	13.044	10.4775	11.795	14.2	11.425	10.2945	9.514	12.055	3.0055	2.577	1.954	0.3088	0.2933	0.59045	0.27395	0.26025	0.5008	0.9683	0.47025	1.169	0.2232	0.54425	0.5319	16.8295	63.48	49.915	12.265	14.68	18.34
chr7	82233419	82236088	EpiSC_enhancer	9.5525	2.8715	10.7655	9.6865	4.908	12.145	14.61	3.2515	12.735	4.5925	0.7052	2.5575	0.7897	0.63735	0.84405	4.621	7.584	1.9595	0.59695	0.5387	1.253	0.2773	0.49395	0.60405	17.842	61.93	27.16	27.215	9.0695	18.51
chr7	101310446	101311281	EpiSC_enhancer	18.2335	15.95	20.4055	3.4055	3.211	3.4725	11.1525	15.305	18.49	11.438	18.5265	22.467	0.63555	0.6462	1.1395	0.30135	0.18195	0.4292	1.309	1.1965	1.0796	0.5803	0.4326	0.47735	3.27685	30.82	16.535	6.92	9.916	10.8935
chr7	128672205	128673618	EpiSC_enhancer	11.779	13.0695	14.4275	9.546	15.095	12.82	9.5085	12.654	20.59	3.608	3.1895	5.3365	0.3649	0.48715	0.61485	0.54595	0.54315	0.74155	1.944	1.0404	0.93505	0.77105	1.117	0.5635	5.5765	65.06	39.5655	5.5015	6.06	14.86
chr7	132385273	132386508	EpiSC_enhancer	5.1015	4.282	9.7145	6.09	7.689	8.6585	4.501	4.3785	12.455	1.7085	1.0624	2.4815	0.7944	1.1085	0.8427	0.40595	0.57895	0.7943	1.5395	1.9765	2.5165	2.154	1.6045	0.95765	15.484	86.16	59.645	2.3175	1.836	11.25
chr7	132551407	132551972	EpiSC_enhancer	16.682	15.0105	17.722	2.3155	3.059	2.2685	11.51	15.59	15.755	11.02	14.705	16.275	0.3343	0.2417	1.02165	0.27095	0.2349	0.44105	1.37625	1.507	1.4085	0.88535	0.9628	0.7705	4.395	19.775	45.48	5.4965	9.645	6.9095
chr8	69120153	69125081	EpiSC_enhancer	28.614	21.9405	23.411	12.828	14.2345	15.07	19.61	15.776	26.565	8.797	6.248	10.4385	0.15558	0.3865	0.7728	0.3123	1.9711	0.42005	0.51105	0.45425	0.87015	0.186	0.51515	0.36095	0.78825	26.085	7.064	46.915	51.375	47.285
chr8	69175385	69177543	EpiSC_enhancer	16.88	15.5035	17.846	11.81	13.094	14.72	11.6875	11.8295	16.31	4.848	3.035	3.974	0.40825	1.1002	1.07995	0.35115	0.5128	0.45185	0.9443	0.91475	0.66785	0.3314	0.263475	0.59965	4.1015	31.79	38.58	16.815	15.86	22.045
chr8	69189180	69190670	EpiSC_enhancer	6.6065	3.158	9.4355	5.368	4.9385	11.76	3.252	1.16575	9.938	0.93745	0.62685	1.31035	0.48795	0.6615	1.0213	0.29885	0.4246	0.4039	2.2855	1.718	1.5165	1.0144	1.4745	0.6851	13.7495	69.915	55.32	1.8105	1.6735	17.695
chr8	69193133	69194134	EpiSC_enhancer	7.761	9.0835	10.854	4.9155	12.1	9.6215	9.6685	11.272	12.8115	6.6035	4.3415	5.044	0.3583	0.66565	0.9793	0.26895	0.5983	1.04425	1.59	0.9904	1.41195	0.96375	0.65045	0.4847	8.697	41.89	43.825	3.1405	10.6315	12.035
chr8	70879242	70881270	EpiSC_enhancer	13.4725	21.0735	21.3805	8.3635	17.385	17.05	9.884	16.81	20.44	3.8685	4.416	6.069	0.25455	0.65275	0.7146	0.3581	0.4814	1.212	1.6905	0.6941	0.33925	0.7237	0.641	0.32045	3.6495	30.92	33.135	4.655	39.885	31.425
chr8	79382615	79385696	EpiSC_enhancer	3.218	9.162	6.3845	2.2065	14.17	10.025	1.744	8.923	14.31	0.6045	2.58115	8.5725	0.49975	0.441	0.5441	0.40845	1.00925	0.4658	1.508	0.9276	0.4602	3.571	0.8771	0.4457	37.42	77.995	4.7632	0.54645	9.1825	18.595
chr8	87660321	87663578	EpiSC_enhancer	8.438	17.042	13.623	9.556	11.69	6.282	12.905	29.445	34.265	7.7975	18.335	22.98	0.20275	0.02954	0.4396	0.71675	0.67765	0.42865	1.1192	0.6039	0.98825	13.31	2.3625	7.134	0.9726	11.6725	13.231	2.2955	33.56	17.01
chr8	87716009	87717584	EpiSC_enhancer	15.582	19.226	21.3815	11.5435	14.502	11.597	16.1	18.73	21.095	5.938	5.746	5.8685	0.2593	0.4468	0.5559	0.57085	1.0502	0.56005	1.57	1.18805	1.17035	0.70745	0.80985	0.66755	1.2973	24.6405	23.8665	20.325	26.76	19.04
chr8	87830508	87832609	EpiSC_enhancer	9.5615	15.9675	19.381	10.22	17.73	16.665	5.3085	12.71	16.355	2.681	2.227	2.6645	0.71895	0.69685	0.814	0.5952	0.66335	0.6705	2.513	0.7773	1.0697	1.923	0.65515	0.51345	12.28	43.45	30.835	7.8885	29.48	25.07
chr8	90670191	90671565	EpiSC_enhancer	15.074	13.788	8.464	7.5015	8.2325	5.715	13.64	16.395	13.25	5.5525	5.215	5.7815	0.33945	0.17555	0.98215	0.7778	0.6214	0.6516	0.4013	0.3621	0.81	0.08655	0.2776	0.46555	0	20.695	29.05	48.49	36.415	14.185
chr8	90825147	90826063	EpiSC_enhancer	12.727	7.684	5.7385	11.93	10.205	8.092	12.0135	3.774	3.151	4.915	0.52235	0.76165	0.5068	0.67605	1.0195	0.32375	0.6948	1.201	0.75245	0.41585	0.9822	0.2908	0.34605	0.6777	5.705	55.55	87.105	21.275	30.075	12.995
chr8	123759727	123760795	EpiSC_enhancer	14.656	10.3465	14.182	10.811	13.6	12.37	24.645	18.525	15.805	25.723	10.7965	9.9185	0.4969	1.0336	1.28035	0.3033	0.9677	0.75085	0.70855	0.6973	1.892	0.30165	1.0639	0.7182	0.43735	23.557	52.74	32.7	16.8	12.38
chr9	43696987	43698314	EpiSC_enhancer	9.18435	14.5075	18.266	2.5975	10.3585	7.9685	2.17615	5.732	6.119	1.1303	1.55	1.2277	1.181	1.2895	1.2905	0.4159	1.4285	1.758	1.762	0.76135	0.99405	1.15	0.84555	0.5967	20.231	63.69	59.04	2.07375	21.795	16.095
chr9	43729675	43730824	EpiSC_enhancer	19.492	16.7455	17.7645	13.975	15.88	13.455	14.485	18.12	18.365	5.1875	4.9275	5.1625	0.446	0.6644	0.75035	0.24655	0.47425	0.47875	1.6225	1.5315	1.819	0.58505	1.29785	1.23145	0.84735	24.065	22.69	22.52	10.675	13.73
chr9	43737400	43739237	EpiSC_enhancer	18.9655	16.4405	14.815	13.1	11.38	11.575	16.135	24.6	26.12	7.4645	11.01	12.0625	0.30265	0.39065	0.49305	0.26145	0.2669	0.50085	0.58565	0.61735	1.08505	0.216415	0.34765	0.8705	0.95375	25.04	36.585	32.905	30.77	15.605
chr9	44708489	44709729	EpiSC_enhancer	8.819	19.2085	20.2335	6.234	10.2425	8.756	11.174	33.745	28.575	7.9685	29.815	25.9645	0.53935	0.6278	0.88825	0.4189	0.338	0.5256	1.411	1.48225	0.93345	12.649	2.736	1.1734	2.31165	42.25	45.5675	0.7899	22.565	19.165
chr9	65108213	65111095	EpiSC_enhancer	11.4365	22.8175	23.8645	9.538	15.495	16.035	11.9415	16.955	25.62	5.651	6.486	9.411	0.20505	0.29535	0.50285	0.15638	0.47425	0.7249	1.4395	0.4376	0.77635	2.6695	0.4758	0.56725	2.1774	21.805	19.83	11.715	69.68	40.845
chr9	65178313	65179835	EpiSC_enhancer	21.7975	14.973	18.663	15.745	21.07	22.135	20.495	25.945	22.1	9.5465	10.179	5.219	0.2522	0.62405	0.47575	0.3163	0.4709	0.6134	1.762	0.95345	1.2165	1.14995	1.5142	0.56355	1.67535	36.97	47.12	14.825	20.56	17.835
chr9	66181202	66182723	EpiSC_enhancer	11.552	8.2585	13.716	6.0285	6.4505	10.59	4.0765	3.903	12.995	1.5226	0.7662	2.6995	1.02255	1.4065	1.0402	0.68885	0.80505	0.6705	2.0705	1.6965	1.06625	2.2775	1.11705	0.6667	4.161	62.54	91.595	1.17855	2.622	16.545
chr9	71719386	71720634	EpiSC_enhancer	1.11025	6.4305	7.3905	0.92925	9.9945	8.9215	0.2802	8.505	11.554	0.42055	2.1675	2.29	0.33235	0.24965	0.86035	0.3163	0.2426	0.5251	1.55835	0.2367	0.6489	1.4	0.51515	0.12525	65.01	44.54	61.57	0.3226	11.485	10.455
chr9	72132639	72133608	EpiSC_enhancer	8.521	11.2545	15.367	4.002	7.579	3.767	15.345	20.385	26.06	15.25	21.515	28.95	0.59355	0.47885	0.95745	1.1747	1.68005	1.2305	0.4452	1.853	2.036	16	4.1465	6.153	1.722	22.22	33.115	1.804	13.795	10.43
chr9	72778969	72780285	EpiSC_enhancer	21.245	10.483	18.6315	8.3915	11.4095	9.382	14.295	14.79	23.585	6.648	3.2425	8.9135	0.32055	0.5425	0.9237	0.3412	0.41465	0.64675	1.409	1.5815	1.7965	0.83665	2.1965	1.163	1.0631	53.72	39.345	13.21	8.247	12.675
chr10	18445483	18447110	EpiSC_enhancer	14.7975	6.2355	9.761	13.04	13.32	11.865	14.63	9.5525	16.88	5.1655	1.75	2.866	0.15558	0.7405	0.5496	0.269	0.4665	0.25585	0.3562	0.83105	0.56875	0.2807	0.25165	0.36095	0.552	54.34	25.445	20.465	8.2275	15.395
chr10	18549173	18550479	EpiSC_enhancer	9.906	14.5105	17.007	5.7105	5.5565	3.9525	18.55	29.26	31.28	13.785	29.49	35.51	0.6597	0.4052	0.6184	0.43635	0.295	0.67045	1.971	1.03235	1.15135	2.0245	2.149	0.99	3.44345	36.28	71.735	1.6235	12.475	14.33
chr10	26347454	26348396	EpiSC_enhancer	2.634	7.7425	7.515	3.877	9.4475	6.739	2.2325	8.3305	7.944	1.1302	1.9505	1.798	0.39365	0.25168	0.54415	0.25655	0.8549	0.9157	1.345	0.44465	0.3953	0.2435	0.2595	0.1584	22.35	55.15	68.855	1.106	11.795	10.51
chr10	26636993	26639149	EpiSC_enhancer	2.22445	2.436	8.7905	1.846	1.7285	8.0835	1.4305	1.5915	13.545	0.7272	0.9673	2.5955	0.54545	0.2118	0.52445	5.424	8.5525	1.18425	0.3041	0.21177	0.32505	0.25635	0.232805	0.31305	43.12	66.085	33.34	2.4345	10.3665	18.505
chr11	6744266	6747968	EpiSC_enhancer	2.31285	3.0975	10.587	1.34985	2.2285	6.748	2.6645	3.028	12.785	2.318	1.449	2.7465	0.404	0.2455	0.5166	13.05	9.624	3.342	0.2978	0.137569	0.40885	0.62425	0.64495	1.3735	48.685	76.835	23.395	7.9875	13.49	24.12
chr11	7423120	7424426	EpiSC_enhancer	21.107	15.7925	15.0645	8.315	10.954	9.1945	12.535	10.0265	10.0165	5.0745	2.647	2.1765	0.48465	0.2696	0.913	1.00365	1.957	1.07755	0.55995	0.5649	1.696	0.2976	0.3052	1.21995	1.69	23.435	53.545	37.2	36.08	13.315
chr11	20957701	20958386	EpiSC_enhancer	3.94575	8.343	8.4145	4.2065	10.365	7.408	3.4	9.206	7.7285	0.62205	2.3495	1.9327	0.73785	0.85605	0.9943	0.29385	0.63415	1.8895	1.5725	0.61675	0.83285	0.6899	0.46405	0.54655	22.55485	68.505	74.78	1.23315	16.905	13.675
chr11	57582642	57584774	EpiSC_enhancer	8.1385	11.963	12.6595	11.28	12.98	11.14	7.9515	15.495	19.4	2.5935	4.2315	5.9295	0.19565	0.7468	0.9081	0.26895	0.3832	0.93295	1.4055	0.79005	0.91995	0.57825	0.3421	0.64455	3.386	45.82	37.845	7.6345	15.84	18.895
chr11	60126765	60128505	EpiSC_enhancer	4.1075	5.474	17.6995	3.123	8.0375	19.99	1.729	3.0215	18.115	0.51695	0.5746	2.586	1.3695	1.219	0.82525	1.18805	1.657	0.49545	1.9435	0.6685	0.40415	0.5377	0.3028	0.434615	29.46	74.65	52.23	1.6595	4.1865	19.02
chr11	60208513	60213351	EpiSC_enhancer	20.882	18.83	24.5105	14.2765	15.345	14.02	27.665	24.03	27.24	26.21	15.0705	25.3985	0.3041	0.3765	0.4498	0.4632	0.3336	0.42975	0.343	0.6378	0.41595	0.51065	0.56235	0.36465	0.74737	33.34585	42.8305	43.26	34.985	29.205
chr11	84591723	84595322	EpiSC_enhancer	1.72755	3.89555	12.1935	1.7385	6.8885	11.42	0.72605	2.0415	11.275	0.62205	0.52235	2.917	1.334	1.7	1.148	0.3835	0.6369	0.86005	1.6835	1.821	2.053	0.8604	1.0058	0.55985	36.055	69.135	91.28	0.553	2.963	23.09
chr11	84710509	84713638	EpiSC_enhancer	2.1713	2.3085	10.122	1.6015	1.8695	12.21	1.12625	1.2235	10.1305	0.32675	0.47015	2.545	1.2949	1.4995	0.8199	0.53695	0.36395	1.528	1.1617	2.067	2.551	4.835	3.1685	1.8895	30.575	86.275	66.015	0.4082	0.84425	25
chr11	84737817	84740052	EpiSC_enhancer	6.852	14.103	16.45	7.6235	13.03	11.3	10.5635	19.12	26.14	3.818	6.6825	9.5745	0.8302	0.61075	0.81045	0.40345	0.66115	1.03735	1.621	0.82525	0.879	1.962	0.88255	0.3632	6.2905	26.28	53.805	7.683	34.34	36.94
chr11	98781326	98784141	EpiSC_enhancer	11.5435	15.476	17.192	16.92	18.31	13.98	17.705	29.205	41.515	6.965	11.2305	21.9	0.46535	0.27455	0.4463	0.5902	0.3005	0.69365	2.672	1.2935	0.87945	3.749	1.3975	0.7934	2.45225	28.59	12.5915	7.144	33.085	26.665
chr11	98786116	98787104	EpiSC_enhancer	17.429	14.055	21.1185	11.4305	16.53	10.9565	17.295	18.49	26.085	5.8175	6.0595	8.7955	0.29465	0.416	0.7445	0.3188	0.2564	0.4739	0.9247	1.1325	0.86425	0.6797	1.805	0.49355	4.36595	32.325	36.995	10.612	11.05	17.57
chr11	98788499	98789616	EpiSC_enhancer	12.765	10.8875	13.0725	7.686	7.1855	5.729	20.42	22.38	24.13	15.262	21.41	22.219	0.19	0.29	0.352	0.3198	0.29775	0.37265	1.097	1.2175	0.8277	0.43085	4.218	1.02255	5.7544	35.22	34.66	18.845	7.457	11.63
chr11	103765003	103766043	EpiSC_enhancer	2.6455	4.917	7.7515	1.1264	9.859	15.34	0.6713	4.578	11.59	0.5581	1.2335	2.1305	0.3503	0.5766	0.7052	0.4358	0.47535	0.60855	1.25	2.4	2.653	3.2805	2.184	2.652	31.6	69.335	50.42	0.3865	3.668	11.585
chr11	103840197	103842288	EpiSC_enhancer	10.904	14.276	12.0245	8.1185	10.9515	9.8965	9.37	22.965	22.58	4.7555	8.4035	7.9475	0.41255	0.3411	0.69615	0.27745	0.4648	0.5628	1.5045	0.83955	1.679	2.059	0.89645	0.88375	7.126	26.335	31.895	3.0155	19.725	16.34
chr12	26067397	26069594	EpiSC_enhancer	5.958	17.5575	15.6035	2.511	10.3225	7.2725	4.0065	8.083	14.88	1.6645	2.059	4.7365	0.46435	0.33905	0.6816	0.35865	2.443	0.93425	0.90895	0.31345	1.395	1.6535	0.6801	1.6755	0.4365	49.71	9.472	0.42795	43.65	18.535
chr12	76545223	76549226	EpiSC_enhancer	17.5355	21.0825	23.245	14.595	16.935	12.975	16.245	25.58	28.48	7.8095	12.305	23.37	0.3187	0.41185	0.61795	2.7135	0.5597	0.41465	2.1325	1.3985	1.224	0.8184	0.77605	1.834	1.4611	14.651	15.815	12.905	33.915	34.74
chr12	84621057	84621730	EpiSC_enhancer	3.0512	6.5975	6.4405	1.78835	10.602	7.5885	0.56635	3.0485	6.794	0.66585	0.7172	1.38445	0.12727	0.47345	0.7747	0.25055	0.33473	1.0735	1.2542	0.8465	0.91435	2.3745	0.30045	0.5967	30.265	73.71	89.44	0.60765	14.745	11.98
chr12	84623584	84626826	EpiSC_enhancer	10.8875	23.4555	17.2415	7.164	11.658	11.285	10.642	20.845	24.12	3.658	7.409	8.1845	0.3253	0.2226	0.70715	0.24155	0.54315	0.6489	1.213	0.4062	0.69905	4.562	0.33425	0.3536	5.1375	17.55	17.97	2.7125	49.42	34.775
chr12	85454834	85455158	EpiSC_enhancer	17.2565	14.2525	22.167	9.191	5.117	7.5835	16.831	19.9405	23.425	10.886	13.6825	17.229	0.36065	0.56705	0.7311	0.3467	0.27295	0.46315	1.5825	1.7285	1.15115	1.46975	1.4535	0.88395	11.35429	39.945	44.4685	6.381	3.642	9.6565
chr12	103563213	103566575	EpiSC_enhancer	14.0525	22.3655	14.4355	9.605	11.385	12.89	6.421	11.4075	10.4485	1.8835	3.115	2.384	0.22865	0.39685	0.3807	0.37605	1.00595	1.8695	0.5386	0.3653	0.33925	0.68985	0.5623	0.23945	1.245	24.415	47.13	11.67	31.17	30.725
chr12	103597693	103601382	EpiSC_enhancer	5.543	16.146	11.5905	7.1975	14.365	14.78	5.6465	19.5	21.625	1.93365	5.19	5.2025	0.63455	0.2925	0.7661	0.32725	0.78025	0.77225	1.5635	0.6097	1.6195	1.1925	0.72335	0.965	8.863	34.06	44.2	2.6295	47.835	30.94
chr12	112194585	112195847	EpiSC_enhancer	4.7925	7.166	11.779	3.859	10.845	12.485	2.2115	8.5685	13.41	0.68335	1.6105	2.281	1.24	1.4365	1.07425	0.80935	0.70635	0.7329	0.85225	2.7535	3.034	6.359	2.3825	1.12495	11.5495	77.12	44.8	0.38845	5.3805	13.19
chr12	112238245	112239963	EpiSC_enhancer	2.6645	9.803	9.0475	1.703	13.545	11.0325	0.95385	8.2715	10.2215	0.57825	1.663	2.365	1.2461	1.228	1.289	0.513	0.53875	0.7157	1.4755	2.4915	3.14	3.435	1.8435	1.9805	30.795	55.4	62.495	0.46745	10.375	16.07
chr13	15394662	15396012	EpiSC_enhancer	17.7635	15.904	13.456	6.6765	8.4495	9.1625	10.0395	12.474	14.09	4.0505	4.9315	3.587	0.62845	0.4647	0.8769	0.7646	0.7317	0.9645	0.3016	0.1964	0.58405	0.257	0.38935	0.2836	31.52	60.575	71.51	30.655	34.935	15.825
chr13	23299263	23300079	EpiSC_enhancer	15.493	24.027	16.2625	2.238	2.396	1.54235	25.335	23.155	17.515	45.63	48.61	49.145	0.41015	0.233	0.5877	0.29685	0.56075	0.88265	0.7136	0.64995	0.36635	0.707	1.72	0.663	0.93368	18.29	31.265	5.0325	7.2795	14.235
chr13	23306532	23307531	EpiSC_enhancer	11.6125	14.827	10.8565	5.2285	3.8875	3.255	22.07	24.335	20.005	29.315	33.335	33.74	0.4361	0.37195	0.8048	0.44775	0.59225	1.01845	1.0563	1.2348	0.98735	0.9571	2.022	0.9018	4.787	31.325	57.81	5.518	9.42	11.695
chr13	23323794	23331031	EpiSC_enhancer	1.2828	1.61695	2.4109	1.1765	1.8175	3.9965	2.9395	1.94	8.823	6.937	4.4265	14.353	0.64355	0.31205	0.55115	6.6605	5.23	2.274	0.4659	0.3218	0.32155	0.179215	0.42075	0.333	68.77	85.115	36.04	4.606	8.122	14.77
chr13	23411975	23412858	EpiSC_enhancer	44.23	55.915	41.79	8.7245	5.3865	4.124	56.745	60.87	58.2	82.515	90.845	89.34	0.67325	0.96335	1.6113	0.98615	1.0325	1.8365	2.098	2.1285	2.009	2.123	5.566	5.2945	0	19.295	14.01	14.535	13.483	16.49
chr13	56647312	56649205	EpiSC_enhancer	4.258	7.1185	10.2625	4.388	8.643	11.78	2.5175	4.3385	7.049	0.63065	1.3145	1.2995	0.57285	0.92695	0.97205	0.4881	1.1657	1.9445	2.042	0.97235	0.70555	1.0454	1.01205	0.38455	23.77	88.93	80.81	1.9475	13.35	18.075
chr13	72816818	72818618	EpiSC_enhancer	14.188	10.148	11.4335	11.3285	13.62	10.061	9.4565	12.875	12.393	3.2115	3.096	2.144	0.4125	0.203	0.8918	0.5165	0.6523	0.7265	1.6465	1.667	1.613	4.157	4.0845	0.97805	4.1835	50.58	45.68	3.3065	7.8635	14.365
chr13	75482910	75485257	EpiSC_enhancer	4.044	3.567	12.9295	1.474	1.4585	6.7995	1.208	1.05465	6.2665	1.02225	1.14935	1.129	0.8722	0.37945	0.92195	15.03	13.88	9.4185	0.31795	0.183585	0.4513	0.8423	0.41445	0.3978	53.09	86.54	72.22	4.1415	9.86	26.3
chr13	75684788	75686702	EpiSC_enhancer	10.113	6.687	12.9965	3.9915	4.6645	7.072	5.0405	4.87	9.0515	2.401	1.593	3.374	0.50445	0.47845	1.0786	7.7155	3.6755	2.127	0.2414	0.140735	0.9529	0.3348	0.129755	0.47515	20.7185	79.165	49.1665	22.51	22.175	24.525
chr13	91370298	91372109	EpiSC_enhancer	11.087	14.2925	17.0715	4.7455	12.205	9.8075	16.342	19.395	24.855	13.0765	9.9775	17.5855	0.446	0.67645	0.77395	0.23311	0.37385	1.02495	1.66	0.77725	1.15285	2.9305	0.62765	1.0445	8.74965	18.1	19.2055	4.1165	32.19	21.46
chr13	94064960	94066612	EpiSC_enhancer	16.8395	6.968	18.569	14.37	14.96	15.25	19.285	10.755	20.405	8.9155	2.528	5.9	0.33005	0.64525	0.98395	0.53145	0.84255	0.93175	0.9179	2.393	2.063	0.1488	2.1755	0.9194	0.6163	78.675	39.26	50.99	3.652	14.875
chr13	94080849	94081978	EpiSC_enhancer	3.60585	3.0627	6.2	1.23765	1.964	5.928	2.659	1.65755	6.3	2.2865	1.5935	2.215	0.80525	0.31825	0.89215	13.96	7.937	3.774	0.51355	0.38705	1.27225	0.5174	0.4546	0.68135	47.675	88.68	94.265	5.878	7.411	14.155
chr13	94263976	94266643	EpiSC_enhancer	11.696	5.704	4.48	9.906	8.8215	10.2795	10.6985	6.7225	9.549	3.329	1.5585	1.6105	0.71045	0.721	0.8568	1.5328	1.61885	3.6305	1.2105	0.73955	0.54865	0.38825	0.468	0.3138	7.3835	64.415	86.5	16.95	8.3205	17.68
chr14	18427692	18429592	EpiSC_enhancer	11.078	12.923	9.121	5.2225	5.765	4.2975	5.9725	9.427	7.6135	1.77485	2.9185	2.729	0.45165	0.21839	0.5174	3.442	3.848	4.0975	0.58315	0.20795	0.7687	0.1488	0.173005	0.66305	30.585	57.035	43.465	7.143	32.08	15.31
chr14	25317077	25319086	EpiSC_enhancer	18.147	19.1765	27.085	9.8955	12.37	9.2715	11.085	16.395	18.64	4.0135	5.9295	6.4005	0.6605	0.4289	0.9278	0.6276	0.6854	0.9181	1.327	1.135	2.2025	2.7955	2.504	4.5665	2.6145	37.36	27.32	4.317	27.66	26.53
chr14	25397283	25398298	EpiSC_enhancer	5.8505	9.533	19.6525	4.3005	9.976	8.4005	5.5205	11.3665	20.385	2.05025	5.694	9.0645	0.3536	0.62175	0.65215	0.027395	0.3226	0.45775	1.586	1.35325	1.6045	0.78455	0.74715	0.5783	14.097	41.965	23.45	1.0337	7.5885	14.52
chr14	25604117	25604983	EpiSC_enhancer	13.571	6.1545	12.855	10.5205	12.92	13.655	8.3225	13.325	23.6	3.259	3.6305	6.1035	0.3135	0.49505	0.8094	0.7123	0.49905	0.2639	1.8155	2.2425	1.9352	5.847	7.094	1.0535	1.76755	22.65	21.565	1.6855	2.6325	11.215
chr14	25606212	25608787	EpiSC_enhancer	22.44	23.279	34.18	5.088	2.6345	3.1575	34.3	32.125	36.455	36.285	68.41	70.545	0.1339	0.069065	0.46985	0.4906	0.54255	0.2962	1.1757	0.8408	0.68375	9.7095	1.9135	1.009	0.060285	11.181	7.1165	2.3895	24.245	29.07
chr14	27042099	27048429	EpiSC_enhancer	17.616	13.7275	29.0705	17.45	18.86	19.905	15.4195	15.083	36.625	7.106	3.6535	14.242	0.103725	0.4635	0.58495	0.2884	0.33855	0.76255	0.7462	0.325	0.21475	0.2232	0.29495	0.47885	9.24	20.065	21.977	21.585	36.405	54.33
chr14	27064300	27068797	EpiSC_enhancer	16.6985	11.7095	23.061	16.685	16.135	22.32	14.895	13.265	24.45	6.6075	2.8645	5.696	0.17825	0.53625	0.87145	0.29885	0.53765	1.1993	0.9341	0.6276	0.4295	0.257	0.31695	0.4663	0.431	31.09	20.062	23.69	33.395	41.935
chr14	60735110	60740205	EpiSC_enhancer	9.559	8.6665	15.0145	11.725	16.955	16.715	10.9125	11.4185	17.133	4.9675	2.57345	4.7845	0.13815	0.4647	0.6333	0.30135	0.4494	0.6581	0.9933	0.34865	0.42355	0.2942	0.3893	0.32415	4.39795	39.16	62.04	15.105	37.395	32.025
chr14	66324717	66325636	EpiSC_enhancer	4.63	9.3235	20.071	2.326	5.199	5.8475	5.342	12.075	14.52	3.8145	9.3	14.295	0.9457	0.39605	0.8368	0.35365	0.38875	0.37375	1.226	0.71905	0.8377	2.081	0.98605	0.48615	29.019	45	49.68	0.51615	9.5945	10.545
chr14	105918976	105924414	EpiSC_enhancer	14.988	12.374	16.0105	6.276	6.646	5.303	6.769	11.814	21.515	2.922	4.7185	11.862	0.48795	0.22672	0.3084	0.6824	0.3915	0.7055	1.2445	0.2463	0.21535	1.03815	0.3893	0.29835	4.8581	29.2335	3.75	3.9175	23.606	25.56
chr15	31126199	31127962	EpiSC_enhancer	17.472	13.165	14.233	9.7475	11.765	12.185	10.922	11.6	12.26	3.5305	2.5075	2.8995	0.53275	0.37025	0.82895	0.27395	0.4935	1.1389	1.229	0.96595	1.5785	0.93995	0.6764	0.9392	1.753	64.31	62.165	8.853	15.855	16.19
chr15	44599262	44600088	EpiSC_enhancer	1.7948	10.25	7.6925	3.064	6.553	6.581	2.337	8.1045	9.7155	0.68335	2.712	2.216	1.44	0.23295	1.0746	0.6276	1.06425	1.788	0.8998	0.10555	0.64585	0.186	0.3382	0.29095	9.3855	43.555	57.475	0.7835	21.185	11.875
chr15	44631056	44632778	EpiSC_enhancer	5.4935	7.89	6.8445	3.448	5.6655	8.8575	3.011	6.3545	9.5865	0.8586	1.0883	2.2115	0.5785	0.38065	0.65565	6.442	3.2875	2.1448	0.23515	0.21625	0.162245	0.2942	0.42155	0.44935	37.465	78.575	77.365	9.2375	17.02	15.86
chr15	78833802	78836334	EpiSC_enhancer	4.189	8.533	15.655	5.3145	18.355	23.385	1.992	8.278	15.335	0.5695	1.3845	3.53	0.37335	0.54915	0.67495	0.2934	0.48195	1.1538	2.1755	1.8485	1.255	2.372	1.252	0.82815	18.1135	50.795	45.58	0.71635	8.5775	16.14
chr15	93511715	93515956	EpiSC_enhancer	4.0215	10.079	12.273	4.951	13.625	18.45	2.489	11.2725	21.19	1.28785	2.8165	5.716	0.3607	0.3578	0.56375	0.5305	0.568	0.9074	0.67095	0.7421	0.8023	9.243	3.2595	0.50095	16.3745	40.835	34.96	0.85265	15.079	20.25
chr15	101424051	101425177	EpiSC_enhancer	5.4165	6.0435	12.7395	4.004	7.975	9.382	2.188	5.5735	16.08	0.69565	1.6715	3.5735	0.7807	0.805	0.9236	0.32925	0.45545	0.49545	1.7295	1.386	1.06265	1.12825	1.1435	0.64015	6.9475	76.515	55.635	0.98225	3.0645	13.145
chr15	101983814	101984425	EpiSC_enhancer	15.584	19.119	25.5125	4.2675	6.7865	5.273	10.1385	14.41	18.095	3.996	8.6795	10.315	0.6086	0.83475	1.1856	0.42835	0.7025	0.38235	2.4936	1.19625	1.7355	0.96705	1.4385	0.89855	16.0192	52.54	51.093	3.9765	10.506	10.6435
